num,date,color1,difficulty1,connection1,word11,word12,word13,word14,color2,difficulty2,connection2,word21,word22,word23,word24,color3,difficulty3,connection3,word31,word32,word33,word34,color4,difficulty4,connection4,word41,word42,word43,word44
81,2023 Aug 31,YELLOW,1,APPETIZER UNIT,FRY,NACHO,POPPER,WING,GREEN,2,RESPONSE TO A CORRECT ANSWER,BINGO,CORRECT,RIGHT,YES,BLUE,3,MAR,CHIP,DING,NICK,SCRATCH,PURPLE,4,___JACK,APPLE,CRACKER,FLAP,LUMBER
82,2023 Sep 1,YELLOW,1,DRINK VESSELS,GOBLET,SNIFTER,TUMBLER,STEIN,GREEN,2,WOODWINDS,CLARINET,FLUTE,OBOE,SAXOPHONE,BLUE,3,AMERICAN POETS,BISHOP,FROST,OLDS,POUND,PURPLE,4,CONSECUTIVE DOUBLE LETTERS,BALLOON,BASSOON,COFFEE,FRICASSEE
83,2023 Sep 2,YELLOW,1,AU NATUREL,BARE,NAKED,NUDE,UNCLAD,GREEN,2,BAKED GOODS,BUN,DANISH,MUFFIN,TURNOVER,BLUE,3,AMERICAN FOOTBALL ACTIONS,FUMBLE,PUNT,SACK,SNAP,PURPLE,4,MANICURE STEPS,BUFF,CLIP,FILE,POLISH
84,2023 Sep 3,YELLOW,1,FEMALE ANIMALS,COW,DOE,HEN,MARE,GREEN,2,PRONOUNS,I,IT,THEY,WE,BLUE,3,ROMAN NUMERALS,D,L,M,V,PURPLE,4,HOMOPHONES,EWE,U,YEW,YOU
85,2023 Sep 4,YELLOW,1,PAINTING ACCESSORIES,BRUSH,CANVAS,EASEL,PALETTE,GREEN,2,AUTOMATIC TRANSMISSION SETTINGS,DRIVE,NEUTRAL,PARK,REVERSE,BLUE,3,THINGS WITH TEETH,COMB,GEAR,SAW,ZIPPER,PURPLE,4,___ CHAIR,FIRST,FOLDING,HIGH,LAWN
86,2023 Sep 5,YELLOW,1,INFORMATION DISPLAYS,CHART,DIAGRAM,GRAPH,MAP,GREEN,2,ADDITIONAL BENEFIT,BONUS,EXTRA,ICING,PERK,BLUE,3,THANKSGIVING FOOD,GRAVY,PIE,STUFFING,TURKEY,PURPLE,4,SONG TITLES WITH PARENTHESES,I RAN,ISTANBUL,MONTERO,SATISFACTION
87,2023 Sep 6,YELLOW,1,CREATURES IN FOLKLORE,GNOME,GOBLIN,OGRE,TROLL,GREEN,2,FLOWER PARTS,BUD,LEAF,PETAL,STALK,BLUE,3,ONE INVOLVED IN ESPIONAGE,AGENT,MOLE,PLANT,SPY,PURPLE,4,CHINESE ZODIAC ANIMALS,DRAGON,HORSE,RABBIT,TIGER
88,2023 Sep 7,YELLOW,1,ROCKY HORROR PICTURE SHOW,HORROR,PICTURE,ROCKY,SHOW,GREEN,2,WHO FRAMED ROGER RABBIT,FRAMED,RABBIT,ROGER,WHO,BLUE,3,WHEN HARRY MET SALLY,HARRY,MET,SALLY,WHEN,PURPLE,4,MAD MAX FURY ROAD,FURY,MAD,MAX,ROAD
89,2023 Sep 8,YELLOW,1,INHERENT NATURE,ESSENCE,HEART,SPIRIT,SOUL,GREEN,2,FERMENETED ALCOHOLIC BEVERAGES,CIDER,PORT,SAKE,STOUT,BLUE,3,PIXAR MOVIES,BRAVE,CARS,COCO,UP,PURPLE,4,___ TAPE,DEMO,RED,SCOTCH,TICKER
90,2023 Sep 9,YELLOW,1,BASEBALL CALLS,BALL,OUT,SAFE,STRIKE,GREEN,2,HEAT SOURCES,FORGE,FURNACE,KILN,OVEN,BLUE,3,FISH THAT ARE VERBS,CARP,CATFISH,FLOUNDER,SMELT,PURPLE,4,SILENT "L",COLONEL,SALMON,WALK,YOLK
91,2023 Sep 10,YELLOW,1,AMAZON ANIMALS,ANACONDA,CAPYBARA,JAGUAR,TOUCAN,GREEN,2,LOWEST POINT,BASE,BOTTOM,FOOT,FOUNDATION,BLUE,3,MUSICALS,COMPANY,GREASE,HAIR,RENT,PURPLE,4,SEA ___,CHANGE,CUCUMBER,LEGS,LION
92,2023 Sep 11,YELLOW,1,HALLOWEEN DECORATIONS,BAT,COBWEB,PUMPKIN,TOMBSTONE,GREEN,2,TV SHOWS,24,BONES,FIREFLY,WEEDS,BLUE,3,SLOT MACHINE SYMBOLS,7,BAR,BELL,CHERRY,PURPLE,4,NUMBERS IN BOOK TITLES,22,451,2001,20
93,2023 Sep 12,YELLOW,1,HOT DRINKS,CHAI,COCOA,COFFEE,TEA,GREEN,2,ANIMAL SOUNDS,BUZZ,CLUCK,MEOW,OINK,BLUE,3,TREE FEATURES,BARK,BRANCH,ROOT,TRUNK,PURPLE,4,INSIDE INFO,DIRT,DISH,SCOOP,SKINNY
94,2023 Sep 13,YELLOW,1,"SKEDADDLE!",GET OUT,GO,LEAVE,SCRAM,GREEN,2,PRONOUNS,ME,THEM,US,YOU,BLUE,3,ANAGRAMS,NOPE,OPEN,PEON,PONE,PURPLE,4,___ BABY,BEANIE,FUR,NEPO,SANTA
95,2023 Sep 14,YELLOW,1,EYE PARTS,IRIS,LENS,PUPIL,RETINA,GREEN,2,COUNTERFEIT,BOGUS,FAKE,PHONY,SHAM,BLUE,3,RADIO LINGO,COPY,OUT,OVER,ROGER,PURPLE,4,SONGS THAT ARE NAMES,ALEJANDRO,LOLA,MICHELLE,STAN
96,2023 Sep 15,YELLOW,1,BOVIDS,BUFFALO,COW,GOAT,SHEEP,GREEN,2,EMIT LIGHT,BEAM,GLOW,RADIATE,SHINE,BLUE,3,GYMNASTICS APPARATUS,FLOOR,HORSE,RINGS,VAULT,PURPLE,4,WORDS THAT SOUND LIKE TWO LETTERS,CUTIE,ENVY,EXCEL,SEEDY
97,2023 Sep 16,YELLOW,1,FAIRY TALE FIGURES,GIANT,PRINCESS,WITCH,WOLF,GREEN,2,CHESS TERMS,BISHOP,MATE,GAMBIT,QUEEN,BLUE,3,"PEANUTS" CHARACTERS,CHARLIE,PEPPERMINT PATTY,PIGPEN,WOODSTOCK,PURPLE,4,I LOVE ___,LUCY,NEW YORK,ROCK 'N ROLL,YOU
98,2023 Sep 17,YELLOW,1,FRUITS,APRICOT,FIG,GRAPE,LIME,GREEN,2,LUXURIOUS,DELUXE,GRAND,LAVISH,OPULENT,BLUE,3,BEST ACTRESS OSCAR WINNERS,BERRY,FOSTER,STONE,SWANK,PURPLE,4,WHAT "GREEN" MIGHT MEAN,ENVIOUS,FRESH,NAIVE,UNWELL
99,2023 Sep 18,YELLOW,1,INTELLIGENT,BRIGHT,CLEVER,QUICK,SHARP,GREEN,2,AIRLINES,ALASKA,FRONTIER,SOUTHWEST,SPIRIT,BLUE,3,WESTERN TROPES,COWBOY,DRIFTER,OUTLAW,SHERIFF,PURPLE,4,TV SHOW TITLE SURNAMES,LASSO,MARS,ROGERS,SMART
100,2023 Sep 19,YELLOW,1,WEB BROWSER-RELATED,BOOKMARK,HISTORY,TAB,WINDOW,GREEN,2,SHIRT FEATURES,BUTTON,COLLAR,CUFF,POCKET,BLUE,3,CONNECTION,BOND,LINK,RELATION,TIE,PURPLE,4,DIRTY ___,DOZEN,JOKE,LAUNDRY,MARTINI
101,2023 Sep 20,YELLOW,1,REPLACEMENT,BACKUP,COPY,EXTRA,SPARE,GREEN,2,BOWLING,ALLEY,BALL,LANE,PIN,BLUE,3,COMMON MERCH ITEMS,MUG,PEN,TEE,TOTE,PURPLE,4,NUMBER HOMOPHONES,ATE,FOR,TOO,WON
102,2023 Sep 21,YELLOW,1,RESTAURANT WORKERS,BARTENDER,CHEF,HOST,SERVER,GREEN,2,MOTOR VEHICLES,BUS,CAR,MOTORCYCLE,TRUCK,BLUE,3,MUPPETS,ANIMAL,BEAKER,GONZO,SCOOTER,PURPLE,4,HAND- AND FOOT-RELATED SLANG,DIGIT,DOG,MITT,PIGGY
103,2023 Sep 22,YELLOW,1,SODA FOUNTAIN ORDERS,FLOAT,MALT,SHAKE,SUNDAE,GREEN,2,SET- AS PLANS,CONCRETE,FIRM,SOLID,TANGIBLE,BLUE,3,M. NIGHT SHYAMALAN MOVIES,GLASS,OLD,SIGNS,SPLIT,PURPLE,4,___BOARD,DASH,HOVER,KEY,STAR
104,2023 Sep 23,YELLOW,1,ROBUST,FIT,HEALTHY,SOUND,STRONG,GREEN,2,DECLINE,DIP,DROP,FALL,SINK,BLUE,3,WATER SOURCES,FOUNTAIN,SPRING,TAP,WELL,PURPLE,4,WOMEN SINGERS,KEYS,NICKS,SUMMER,SWIFT
105,2023 Sep 24,YELLOW,1,KITCHEN UTENSILS,GRATER,LADLE,PEELER,WHISK,GREEN,2,VERTEBRATES,BIRD,FISH,MAMMAL,REPTILE,BLUE,3,SUPER MARIO-RELATED,DINOSAUR,MUSHROOM,PLUMBER,PRINCESS,PURPLE,4,SITCOM FAMILIES,BUNKER,CLEAVER,PARTRIDGE,TANNER
106,2023 Sep 25,YELLOW,1,BRIDAL ACCESSORIES,BOUQUET,RING,TRAIN,VEIL,GREEN,2,"C" WORDS FOR "ENVELOP",CAKE,COAT,COVER,CRUST,BLUE,3,JACKS,BLACK,FROST,MA,SPARROW,PURPLE,4,SOCIAL MEDIA APP ENDINGS,BOOK,GRAM,IN,TUBE
107,2023 Sep 26,YELLOW,1,SNAKES,BOA,MAMBA,PYTHON,VIPER,GREEN,2,LINGERIE,GARTER,SLIP,TEDDY,THONG,BLUE,3,SUMMARY,ABSTRACT,BRIEF,DIGEST,RUNDOWN,PURPLE,4,FULL ___,CIRCLE,HOUSE,MONTY,MOON
108,2023 Sep 27,YELLOW,1,PRODUCED BY TREES,ACORN,CONE,POLLEN,SAP,GREEN,2,CANDY STORE TREATS,CHOCOLATE,GUM,LICORICE,LOLLIPOP,BLUE,3,TARGET OF A SCHEME,CHUMP,FOOL,MARK,SUCKER,PURPLE,4,THINGS WITH EYE(S),FACE,HURRICANE,NEEDLE,POTATO
109,2023 Sep 28,YELLOW,1,REFLECT LIGHT,FLASH,GLEAM,GLITTER,SPARKLE,GREEN,2,WAYS TO GATHER FOOD,FISH,FORAGE,HUNT,TRAP,BLUE,3,RAP SUBGENRES,BOUNCE,CRUNK,DRILL,GRIME,PURPLE,4,LIGHT ___,BEER,BULB,RAIL,YEAR
110,2023 Sep 29,YELLOW,1,VERY IMPORTANT,CENTRAL,CRITICAL,KEY,VITAL,GREEN,2,RECYCLNG CATEGORIES,GLASS,METAL,PAPER,PLASTIC,BLUE,3,HUDSONS,HENRY,JENNIFER,KATE,ROCK,PURPLE,4,WHAT "BEAT" MAY MEAN,ASSIGNMENT,DEFEAT,TEMPO,TIRED
111,2023 Sep 30,YELLOW,1,PLAYING CARD SUITS,CLUB,DIAMOND,HEART,SPADE,GREEN,2,GOLF CLUBS,IRON,PUTTER,WEDGE,WOOD,BLUE,3,YEARN,ACHE,LONG,PINE,THIRST,PURPLE,4,INSUFFICIENT,LOW,SHORT,SHY,WANTING
112,2023 Oct 1,YELLOW,1,COFFEE COUNTER ITEMS,CUP,LID,STIRRER,STRAW,GREEN,2,NOCTURNAL ANIMALS,BAT,MOTH,OWL,WOLF,BLUE,3,THINGS THAT ARE RED,BEET,BRICK,CARDINAL,POPPY,PURPLE,4,___ FIGURE,ACTION,BALLPARK,GO,STICK
113,2023 Oct 2,YELLOW,1,WAYS TO SHOW RESPECT,BOW,KNEEL,SALUTE,STAND,GREEN,2,IPHONE APPS,CLOCK,MAIL,MAPS,NOTES,BLUE,3,ANIMAL COVERINGS,DOWN,FUR,SCALES,SHELL,PURPLE,4,"POINTERS",ARROW,DOG,FINGER,HINT
114,2023 Oct 3,YELLOW,1,LONG-HAIRED ANIMALS,AFGHAN,ALPACA,ANGORA,YAK,GREEN,2,PRATTLE ON,BLATHER,CHAT,JABBER,GAB,BLUE,3,SNEAKER BRANDS,CONVERSE,JORDAN,PUMA,VANS,PURPLE,4,___ BALLOON,LEAD,SPEECH,TRIAL,WATER
115,2023 Oct 4,YELLOW,1,CHRISTMAS-RELATED,MISTLETOE,REINDEER,SNOWMAN,STOCKING,GREEN,2,MAKE PUBLIC,DISPLAY,EXHIBIT,PRESENT,SHOW,BLUE,3,TORUS-SHAPED FOOD,BAGEL,CHEERIO,DONUT,LIFESAVER,PURPLE,4,THINGS WITH STRIPES,CANDY CANE,CROSSWALK,REFEREE,TIGER
116,2023 Oct 5,YELLOW,1,DIVISION,ARM,BRANCH,CHAPTER,WING,GREEN,2,IMPERIAL UNITS,BUSHEL,PECK,STONE,TON,BLUE,3,M.L.B. TEAM MEMBER,ANGEL,CUB,MET,RED,PURPLE,4,INSECT HOMOPHONES,AUNT,BEATLE,FLEE,NAT
117,2023 Oct 6,YELLOW,1,LAUGHTER- IN A TEXT,DEAD,HAHA,LOL,ROFL,GREEN,2,ART MOVEMENTS,DADA,DECO,GOTHIC,POP,BLUE,3,"PETER PAN" CHARACTERS,HOOK,NANA,PETER,WENDY,PURPLE,4,LADY ___,BIRD,GAGA,LUCK,MACBETH
118,2023 Oct 7,YELLOW,1,RHYMES,DARREN,KAREN,SHARON,AARON,GREEN,2,NATURAL FEATURES,DALE,BROOK,SAVANNA,CLIFF,BLUE,3,IRREGULAR VERBS,DREW,ROSE,WILL,MAY,PURPLE,4,PALINDROMES,EVE,HANNAH,OTTO,NATAN
119,2023 Oct 8,YELLOW,1,CELEBRATORY OCCASIONS,ANNIVERSARY,BIRTHDAY,SHOWER,WEDDING,GREEN,2,PHONE CONNECTIVITY,BARS,RECEPTION,SERVICE,SIGNAL,BLUE,3,CITIES AND TOWNS IN ENGLAND,BATH,DERBY,READING,SANDWICH,PURPLE,4,___ OPERA,COMIC,MET,ROCK,SOAP
120,2023 Oct 9,YELLOW,1,CROPS,CORN,CUCUMBER,PEPPER,TOMATO,GREEN,2,SLANG FOR HEAD,CROWN,DOME,MELON,NOODLE,BLUE,3,SONG,CUT,NUMBER,SINGLE,TRACK,PURPLE,4,THINGS THAT WHISTLE,BIRD,KETTLE,REFEREE,TRAIN
121,2023 Oct 10,YELLOW,1,ORIGIN,GENESIS,GERM,SEED,SOURCE,GREEN,2,BIBLE BOOKS,ACTS,JOB,KINGS,MARK,BLUE,3,N.H.L. TEAMS,FLAMES,KRAKEN,STARS,WILD,PURPLE,4,POWER ___,NAP,PLANT,RANGER,TRIP
122,2023 Oct 11,YELLOW,1,FILM SET DIRECTIVES,ACTION,CAMERA,CUT,LIGHTS,GREEN,2,CONDITIONAL WORDS,CAN,COULD,MAY,MIGHT,BLUE,3,FOREMOST,HEAD,LEAD,PRIME,TOP,PURPLE,4,___ PAPER,BUTCHER,SCRAP,TOILET,WAX
123,2023 Oct 12,YELLOW,1,CONCEAL,BLOCK,COVER,HIDE,MASK,GREEN,2,PARTS OF A WATCH,CROWN,DIAL,HAND,STRAP,BLUE,3,WONDER WOMAN'S COSTUME,LASSO,SHIELD,SWORD,TIARA,PURPLE,4,THINGS THAT CAN RUN,CANDIDATE,FAUCET,MASCARA,NOSE
124,2023 Oct 13,YELLOW,1,BEANS,FAVA,KIDNEY,LIMA,PINTO,GREEN,2,CITIES BEGINNING WITH "L",LAGOS,LIMERICK,LINCOLN,LUXOR,BLUE,3,POETRY TERMS,LINE,METER,RHYME,VERSE,PURPLE,4,"THE(E) ___" RAPPERS,CREATOR,DUDE,RAPPER,STALLION
125,2023 Oct 14,YELLOW,1,BUTT,BOTTOM,BUNS,SEAT,TAIL,GREEN,2,ROTARY PHONE PARTS,CORD,CRADLE,DIAL,HANDSET,BLUE,3,SLANG FOR HOME,CRIB,DIGS,JOINT,PAD,PURPLE,4,PLUNDER,BOOTY,LOOT,SPOILS,SWAG
126,2023 Oct 15,YELLOW,1,TOOLS,FILE,HAMMER,LEVEL,SAW,GREEN,2,PULL,JERK,TUG,WRENCH,YANK,BLUE,3,SHORTCUT COMMANDS,COPY,FIND,PRINT,SAVE,PURPLE,4,TITLE MOVIE ANIMALS,BABE,BEETHOVEN,CHARLOTTE,WILLY
127,2023 Oct 16,YELLOW,1,DAYS OF THE WEEK,FRIDAY,SATURDAY,SUNDAY,THURSDAY,GREEN,2,GO BAD,ROT,SOUR,SPOIL,TURN,BLUE,3,"THE ADDAMS FAMILY" CHARACTERS,FESTER,LURCH,THING,WEDNESDAY,PURPLE,4,FAT ___,CAT,CHANCE,LIP,TUESDAY
128,2023 Oct 17,YELLOW,1,TAUNTS,BOO,HISS,JEER,RASPBERRY,GREEN,2,FAILURE,BOMB,DUD,FLOP,LEMON,BLUE,3,RUDELY BREAK OFF CONTACT,DESERT,GHOST,IGNORE,JILT,PURPLE,4,ROCK ___,BOTTOM,CANDY,GARDEN,STAR
129,2023 Oct 18,YELLOW,1,SOMETHING TIRESOME,BORE,DRAG,SNOOZE,YAWN,GREEN,2,BIT OF WIND,BREEZE,DRAFT,GUST,PUFF,BLUE,3,PIQUANCY,BITE,KICK,TANG,ZIP,PURPLE,4,SINGULAR OF THINGS SEEN IN PAIRS,BOXER,GOGGLE,PANT,TONG
130,2023 Oct 19,YELLOW,1,FALSIFY,FABRICATE,FAKE,FIX,FORGE,GREEN,2,MILD OATHS,FIDDLESTICKS,FIE,FRICK,FUDGE,BLUE,3,TV SHOWS,FARGO,FIREFLY,FLEABAG,FLIPPER,PURPLE,4,FAST ___,FASHION,FOOD,FORWARD,FRIENDS
131,2023 Oct 20,YELLOW,1,ANIMAL HOMES,DEN,HIVE,LAIR,NEST,GREEN,2,VIRTUAL SPACES,CLOUD,METAVERSE,NET,WEB,BLUE,3,EQUITABLE,EQUAL,EVEN,FAIR,JUST,PURPLE,4,___ BURGER,GOOD,IMPOSSIBLE,NOTHING,WARREN
132,2023 Oct 21,YELLOW,1,TABLEWARE,BOWL,DISH,PLATE,SAUCER,GREEN,2,NONSENSE,BALONEY,BUNK,CROCK,TRIPE,BLUE,3,BRA PARTS,CUP,HOOK,STRAP,WIRE,PURPLE,4,ACRONYMS,LASER,RADAR,SCUBA,SPAM
133,2023 Oct 22,YELLOW,1,RELAX,CHILL,HANG,LOAF,LOUNGE,GREEN,2,CATCHY SONG,BANGER,BOP,GROOVE,JAM,BLUE,3,BRITISH CUISINE,MASH,ROAST,SCONE,TRIFLE,PURPLE,4,STICKY SITUATION,BIND,PICKLE,SCRAPE,SPOT
134,2023 Oct 23,YELLOW,1,CELL PHONE MODES,FOCUS,RING,SILENT,VIBRATE,GREEN,2,IMPEL,DRIVE,INSPIRE,MOTIVATE,SPUR,BLUE,3,ROMANTIC BEGINNINGS,CONNECTION,FEELINGS,SPARK,VIBE,PURPLE,4,HARD ___,CANDY,COPY,KNOCKS,SELTZER
135,2023 Oct 24,YELLOW,1,ANIMAL GROUPS,COLONY,HERD,PRIDE,SCHOOL,GREEN,2,SMALL OPENING,CRANNY,NICHE,NOOK,RECESS,BLUE,3,PARADIGMATIC,CLASSIC,DEFINITIVE,MODEL,TEXTBOOK,PURPLE,4,RHYMING COMPOUND WORDS,BACKPACK,BIGWIG,DOWNTOWN,RAGTAG
136,2023 Oct 25,YELLOW,1,GRAMMAR TENSE TERMS,FUTURE,PAST,PERFECT,PRESENT,GREEN,2,"GRACIOUS ME!",GOODNESS,HEAVENS,LORD,MERCY,BLUE,3,12 DAYS OF CHRISTMAS,DRUMMER,LADY,RING,SWAN,PURPLE,4,___ SYRUP,CORN,COUGH,MAPLE,SIMPLE
137,2023 Oct 26,YELLOW,1,INCREASE,BUILD,GROW,SWELL,MOUNT,GREEN,2,EXCELLENT- IN OLD SLANG,ACES,KEEN,NEATO,NIFTY,BLUE,3,FINE BUBBLES,FOAM,FROTH,HEAD,LATHER,PURPLE,4,SPHERICAL THINGS,BUBBLE,GLOBE,MARBLE,PEARL
138,2023 Oct 27,YELLOW,1,SHAMELESS BOLDNESS,BRASS,CHEEK,GALL,NERVE,GREEN,2,METAL ELEMENTS,COPPER,GOLD,NICKEL,SILVER,BLUE,3,W.N.B.A. TEAMS,MERCURY,SKY,SPARKS,LIBERTY,PURPLE,4,THINGS WITH TRUNKS,CARS,ELEPHANTS,SWIMMERS,TREES
139,2023 Oct 28,YELLOW,1,SENSES,SIGHT,SMELL,TASTE,TOUCH,GREEN,2,APPEARANCE,DRESS,LOOK,MANNER,STYLE,BLUE,3,"AGREE!",DITTO,LIKEWISE,SAME,SECOND,PURPLE,4,___ MOON,BLUE,HARVEST,NEW,SAILOR
140,2023 Oct 29,YELLOW,1,MISHMASH,HASH,JUMBLE,MEDLEY,STEW,GREEN,2,GO UP AGAINST,CHALLENGE,CONFRONT,FACE,OPPOSE,BLUE,3,GROUP OF OFFSPRING,BROOD,CLUTCH,HATCH,LITTER,PURPLE,4,GUITAR PARTS,BODY,BRIDGE,FRET,NECK
141,2023 Oct 30,YELLOW,1,BIRD FEATURES,BEAK,FEATHER,TALON,WING,GREEN,2,BLINK OF AN EYE,FLASH,HEARTBEAT,SECOND,WINK,BLUE,3,MAHJONG TILES,BAMBOO,DRAGON,SEASON,WIND,PURPLE,4,___ BUTTON,BELLY,HOT,PANIC,SNOOZE
142,2023 Oct 31,YELLOW,1,FLOWERS,DAISY,ROSE,TULIP,VIOLET,GREEN,2,SEEN ON A FARM,BARN,CHICKEN,FARMER,TRACTOR,BLUE,3,HORROR DIRECTORS,ASTER,CARPENTER,CRAVEN,WAN,PURPLE,4,___ JACKET,DUST,LIFE,SPORTS,YELLOW
143,2023 Nov 1,YELLOW,1,SOCIAL MEDIA ACTIONS,FOLLOW,LIKE,SHARE,SUBSCRIBE,GREEN,2,USE A NEEDLE AND THREAD,DARN,HEM,SEAM,SEW,BLUE,3,SHOWS SET IN HOSPITALS,ER,HOUSE,RATCHED,SCRUBS,PURPLE,4,EXPRESSIONS OF HESITATION,ERM,UH,UM,WELL
144,2023 Nov 2,YELLOW,1,IGNITE,BURN,KINDLE,LIGHT,TORCH,GREEN,2,INFORMATION,DATA,INFO,INTEL,NEWS,BLUE,3,SMALL WOODED AREA,DELL,GLEN,HOLLOW,VALLEY,PURPLE,4,THINGS WITH CORES,APPLE,COMPUTER,PLANET,REACTOR
145,2023 Nov 3,YELLOW,1,NEVERTHELESS,HOWEVER,STILL,THOUGH,YET,GREEN,2,REPEATED WORDS IN EXPRESSIONS,HEAR,KNOCK,THERE,TUT,BLUE,3,WORDS ABBREVIATED WITH LETTERS,ARE,SEE,WHY,YOU,PURPLE,4,ROYAL ___,FAMILY,FLUSH,JELLY,WE
146,2023 Nov 4,YELLOW,1,WAYS TO PREPARE,DRILL,PRACTICE,STUDY,TRAIN,GREEN,2,HOLLOW CYLINDERS,HOSE,PIPE,STRAW,TUBE,BLUE,3,WEAPONS IN THE GAME CLUE,CANDLESTICK,KNIFE,ROPE,WRENCH,PURPLE,4,"E-" THINGS,CIGARETTE,BIKE,TICKET,SPORTS
147,2023 Nov 5,YELLOW,1,UNCHANGING,EVEN,LEVEL,STABLE,STEADY,GREEN,2,LONG- SHARP OBJECTS,LANCE,PIN,SKEWER,SPIT,BLUE,3,MUSIC PUBLICATIONS,BILLBOARD,PITCHFORK,ROLLING STONE,SPIN,PURPLE,4,WORDS WITH NUMERICAL PREFIXES,UNIFORM,BICYCLE,TRILOGY,QUADRANT
148,2023 Nov 6,YELLOW,1,INVESTMENTS,BOND,CD,OPTION,STOCK,GREEN,2,TERMS FOR RECORDS,LP,PLATTER,VINYL,WAX,BLUE,3,CUBE-SHAPED,BOUILLON,DIE,ICE,SUGAR,PURPLE,4,WORDS THAT GO WITH "BONE",FUNNY,HERRING,SOUP,WISH
149,2023 Nov 7,YELLOW,1,DIGITAL NOTIFICATION SOUNDS,CHIME,DING,PING,RING,GREEN,2,TATTLE,RAT,SING,SNITCH,SQUEAL,BLUE,3,GROUP WITHIN A GROUP,CAMP,DIVISION,FACTION,WING,PURPLE,4,MICROSOFT PRODUCTS,BING,EDGE,SURFACE,WORD
150,2023 Nov 8,YELLOW,1,BROUGHT TO THE BEACH,FLIP-FLOP,SUNSCREEN,TOWEL,UMBRELLA,GREEN,2,TYPES OF FRENCH FRIES,CURLY,SHOESTRING,WAFFLE,WEDGE,BLUE,3,EQUIVOCATE,HEDGE,SEE-SAW,WAVER,YO-YO,PURPLE,4,SECOND WORDS OF VODKA COCKTAILS,BREEZE,MARY,MULE,RUSSIAN
151,2023 Nov 9,YELLOW,1,DOCTORS' ORDERS,DIET,EXERCISE,FRESH AIR,SLEEP,GREEN,2,EMAIL ACTIONS,COMPOSE,FORWARD,REPLY ALL,SEND,BLUE,3,PODCASTS,RADIOLAB,SERIAL,UP FIRST,WTF,PURPLE,4,___ COMEDY,BLACK,DIVINE,PROP,SKETCH
152,2023 Nov 10,YELLOW,1,SPICES,ANISE,DILL,NUTMEG,SAGE,GREEN,2,INTELLIGENT,BRIGHT,QUICK,SHARP,SMART,BLUE,3,DEODORANTS,AXE,DEGREE,OLD SPICE,SECRET,PURPLE,4,MEDIEVAL WEAPONS,CLUB,MACE,SPEAR,SWORD
153,2023 Nov 11,YELLOW,1,SPARSE/LACKING,LIGHT,SHORT,SPARE,THIN,GREEN,2,FUN TIME,BALL,BLAST,KICK,RIOT,BLUE,3,FILMMAKING EQUIPMENT,BOOM,DOLLY,LENS,TRIPOD,PURPLE,4,"GET A ___!",CLUE,GRIP,LIFE,ROOM
154,2023 Nov 12,YELLOW,1,PRESIDENTS,FORD,GRANT,LINCOLN,WILSON,GREEN,2,SPORTS PROFESSIONALS,COACH,GM,PLAYER,SCOUT,BLUE,3,CAR COMPANIES,BMW,HONDA,JAGUAR,SUBARU,PURPLE,4,COMMON PREFIXES,AUTO,POST,SEMI,SUB
155,2023 Nov 13,YELLOW,1,UNIT OF LANGUAGE,LETTER,PARAGRAPH,SENTENCE,WORD,GREEN,2,TRADEMARK,FEATURE,HALLMARK,STAMP,TRAIT,BLUE,3,FUNNY PERSON,CARD,CLOWN,CUTUP,JOKER,PURPLE,4,THINGS WITH LEAVES,BOOK,TABLE,TEA,TREE
156,2023 Nov 14,YELLOW,1,BASIC EMOTIONS,ANGER,FEAR,HAPPINESS,SURPRISE,GREEN,2,BIT OF VOCAL FANFARE,BEHOLD,PRESTO,TADA,VOILA,BLUE,3,OBTAIN,GET,LAND,SECURE,WIN,PURPLE,4,___ ANT,ADAM,CARPENTER,FIRE,RED
157,2023 Nov 15,YELLOW,1,"GROSS!",EW,ICK,PU,UGH,GREEN,2,MAGAZINES,O,OK,US,W,BLUE,3,"YES" IN DIFFERENT LANGUAGES,HAI,JA,SI,DA,PURPLE,4,HOMOPHONES,OUI,WE,WEE,WII
158,2023 Nov 16,YELLOW,1,BALDERDASH,BULL,HOGWASH,NONSENSE,ROT,GREEN,2,HELM,DIRECT,GUIDE,LEAD,STEER,BLUE,3,SINGLE/PLURAL ANIMALS,BUFFALO,DEER,FISH,MOOSE,PURPLE,4,GREAT ___,DANE,LAKE,SEAL,WHITE
159,2023 Nov 17,YELLOW,1,BODYWEIGHT EXERCISES,DIPS,LUNGES,PLANKS,SQUATS,GREEN,2,EMAIL SIGN-OFFS,BEST,CHEERS,REGARDS,THANKS,BLUE,3,M.L.B. TEAMS- FOR SHORT,CARDS,JAYS,NATS,YANKS,PURPLE,4,ELIZABETHS (AND ONE ELISABETH),BANKS,MOSS,TAYLOR,WARREN
160,2023 Nov 18,YELLOW,1,QUICK PEEK,GANDER,GLANCE,GLIMPSE,LOOK,GREEN,2,DECEIT,ACT,BLUFF,CHARADE,FRONT,BLUE,3,PARTS OF A MOUNTAIN,CLIFF,CRAG,LEDGE,RIDGE,PURPLE,4,HOMOPHONES,PEAK,PEEK,PEKE,PIQUE
161,2023 Nov 19,YELLOW,1,ONSET,BIRTH,CREATION,DAWN,START,GREEN,2,VENERABLE,AUGUST,GRAND,NOBLE,REGAL,BLUE,3,WALK,MARCH,STEP,STRIDE,TREAD,PURPLE,4,___ DAY HOLIDAYS,EARTH,GROUNDHOG,LABOR,MAY
